epoch,acc,loss
0,0.6214893068796702,0.6369620733763625
1,0.8178948724555527,0.4227047616563578
2,0.882697758309714,0.2823833355397424
3,0.933586704457614,0.1757666058444817
4,0.9555526926049988,0.12092263109552948
5,0.9708193764493687,0.08575361943122814
6,0.9770033496521515,0.0675695537220777
7,0.9801597526410719,0.057576034226231865
8,0.9802241690286009,0.05994052304213166
9,0.9845400669930431,0.04579114811269375
